NRO_BOLETO,VALOR,ORIGEN_DESTINO,FECHA_SALIDA_SERVICIO,HORA_SALIDA_SERVICIO,FECHA_COMPRA,LINEA,TIPO_ASIENTO,CANAL_VENTA,SUBCANAL_VENTA
500929,5500,tmco-pcon,20231006,1300,20231001,3,Clas.Cort.,Presencial,App Movil
500930,6000,tmco-pcon,20231006,1300,20231005,1,Semi Cama,Internet,Sitio Web
500931,5000,tmco-pcon,20231006,1300,20231005,3,Clas.Cort.,Presencial,App Movil
500932,4500,tmco-pcon,20231006,1300,20231003,1,Clas.Cort.,Presencial,Sitio Web
500933,4500,tmco-pcon,20231006,1300,20231006,1,Semi Cama,Presencial,App Movil
500934,5500,tmco-pcon,20231006,1300,20231002,3,Semi Cama,Internet,Sitio Web
500935,5500,tmco-pcon,20231006,1730,20231006,3,Clas.Cort.,Presencial,Boleteria
500936,5500,tmco-pcon,20231006,1730,20230930,3,Clas.Cort.,Internet,Boleteria
500937,6000,tmco-pcon,20231006,1730,20230925,3,Clas.Cort.,Presencial,Sitio Web
500938,6000,tmco-pcon,20231006,1730,20231003,1,Clas.Cort.,Presencial,Sitio Web
500939,4500,tmco-pcon,20231006,1730,20231006,1,Salon Cama,Presencial,Boleteria
500940,6000,tmco-pcon,20231006,1730,20231004,2,Clas.Cort.,Internet,App Movil
500941,5500,tmco-pcon,20231006,1730,20230927,2,Clas.Cort.,Presencial,App Movil
500942,4500,tmco-pcon,20231006,1730,20230926,2,Salon Cama,Presencial,App Movil
500943,5500,tmco-pcon,20231006,1730,20230927,1,Salon Cama,Presencial,Sitio Web
500944,6000,tmco-pcon,20231006,1730,20231002,2,Semi Cama,Presencial,Sitio Web
500945,5500,tmco-pcon,20231006,1730,20231006,1,Clas.Cort.,Presencial,Boleteria
500946,5000,tmco-pcon,20231006,1730,20231002,1,Salon Cama,Internet,Sitio Web
500947,5000,tmco-pcon,20231006,1730,20230922,2,Clas.Cort.,Internet,App Movil
500948,6000,tmco-pcon,20231006,1730,20230924,3,Clas.Cort.,Presencial,App Movil
500949,6000,tmco-pcon,20231006,1730,20231003,3,Semi Cama,Presencial,App Movil
500950,5500,tmco-pcon,20231006,1730,20231002,3,Semi Cama,Presencial,Boleteria
500951,6000,tmco-pcon,20231006,1730,20230920,1,Clas.Cort.,Internet,Sitio Web
500952,6000,tmco-pcon,20231006,1730,20230924,1,Clas.Cort.,Internet,App Movil
500953,5500,tmco-pcon,20231006,1730,20231004,3,Clas.Cort.,Presencial,Boleteria
500954,6000,tmco-pcon,20231006,1730,20231006,1,Semi Cama,Internet,Boleteria
500955,4500,tmco-pcon,20231006,1730,20230930,2,Salon Cama,Presencial,App Movil
500956,5500,tmco-pcon,20231006,1730,20231005,3,Semi Cama,Internet,Sitio Web
500957,6000,tmco-pcon,20231006,1730,20230927,3,Semi Cama,Internet,App Movil
500958,5500,tmco-pcon,20231006,1730,20231005,3,Semi Cama,Internet,App Movil
500959,5500,tmco-pcon,20231006,1730,20231005,3,Salon Cama,Internet,App Movil
500960,5500,tmco-pcon,20231006,1730,20230929,3,Salon Cama,Presencial,Boleteria
500961,6000,tmco-pcon,20231006,1730,20231002,2,Semi Cama,Presencial,App Movil
500962,5000,tmco-pcon,20231006,1730,20231005,3,Semi Cama,Presencial,Sitio Web
500963,6000,tmco-pcon,20231006,1730,20231006,3,Salon Cama,Internet,Boleteria
500964,5000,tmco-pcon,20231006,1730,20230928,3,Clas.Cort.,Presencial,Boleteria
500965,4500,tmco-pcon,20231006,1730,20230924,1,Semi Cama,Internet,Sitio Web
500966,5000,tmco-pcon,20231006,1730,20230928,1,Clas.Cort.,Presencial,Sitio Web
500967,5500,tmco-pcon,20231006,1730,20230929,3,Clas.Cort.,Internet,App Movil
500968,4500,tmco-pcon,20231006,1730,20231005,3,Salon Cama,Presencial,Boleteria
500969,6000,tmco-pcon,20231006,1730,20231003,3,Semi Cama,Internet,Boleteria
500970,4500,tmco-pcon,20231006,1730,20231005,3,Salon Cama,Internet,App Movil
500971,5000,tmco-pcon,20231006,1900,20231003,2,Semi Cama,Internet,Boleteria
500972,5500,tmco-pcon,20231006,1900,20231006,3,Salon Cama,Internet,Sitio Web
500973,6000,tmco-pcon,20231006,1900,20231004,2,Salon Cama,Internet,App Movil
500974,4500,tmco-pcon,20231006,1900,20231006,3,Salon Cama,Presencial,Boleteria
500975,4500,tmco-pcon,20231006,1900,20231003,1,Semi Cama,Internet,App Movil
500976,6000,tmco-pcon,20231006,1900,20231004,3,Clas.Cort.,Internet,Boleteria
500977,6000,tmco-pcon,20231006,1900,20231003,1,Clas.Cort.,Presencial,App Movil
500978,5000,tmco-pcon,20231006,1900,20231006,1,Salon Cama,Internet,Sitio Web
500979,5500,tmco-pcon,20231006,1900,20231005,3,Salon Cama,Internet,App Movil
500980,5000,tmco-pcon,20231006,1900,20230925,3,Clas.Cort.,Presencial,App Movil
500981,5000,tmco-pcon,20231006,1900,20231006,3,Semi Cama,Internet,Sitio Web
500982,5000,tmco-pcon,20231006,1900,20231004,3,Clas.Cort.,Presencial,Boleteria
500983,5000,tmco-pcon,20231006,1900,20231003,2,Salon Cama,Internet,App Movil
500984,4500,tmco-pcon,20231006,1900,20231003,2,Semi Cama,Internet,App Movil
500985,4500,tmco-pcon,20231006,1900,20230929,3,Salon Cama,Presencial,Sitio Web
500986,5000,tmco-pcon,20231006,1900,20231006,3,Clas.Cort.,Presencial,Boleteria
500987,6000,tmco-pcon,20231006,1900,20231006,3,Semi Cama,Internet,Boleteria
500988,4500,tmco-pcon,20231006,1900,20231006,3,Salon Cama,Presencial,Boleteria
500989,6000,tmco-pcon,20231006,1900,20231001,3,Clas.Cort.,Internet,Boleteria
500990,5000,tmco-pcon,20231006,1900,20230924,1,Salon Cama,Presencial,Boleteria
500991,6000,tmco-pcon,20231006,1900,20231002,3,Clas.Cort.,Internet,Sitio Web
500992,4500,tmco-pcon,20231006,1900,20231005,2,Semi Cama,Internet,Boleteria
500993,5500,tmco-pcon,20231006,1900,20230930,3,Salon Cama,Presencial,Boleteria
500994,5500,tmco-pcon,20231006,1900,20231002,3,Semi Cama,Presencial,Sitio Web
500995,4500,tmco-pcon,20231006,1900,20230926,1,Salon Cama,Presencial,Sitio Web
500996,5500,tmco-pcon,20231006,1900,20231003,2,Clas.Cort.,Internet,Sitio Web
500997,5000,tmco-pcon,20231006,1900,20231004,3,Semi Cama,Internet,Sitio Web
500998,6000,tmco-pcon,20231006,1900,20231004,3,Clas.Cort.,Presencial,Sitio Web
500999,5000,tmco-pcon,20231006,1900,20230925,1,Clas.Cort.,Presencial,Sitio Web
501000,5200,pcon-tmco,20231006,0630,20231004,2,Semi Cama,Presencial,Boleteria
501001,4700,pcon-tmco,20231006,0630,20230930,1,Semi Cama,Presencial,Sitio Web
501002,4200,pcon-tmco,20231006,0630,20231004,3,Semi Cama,Internet,Boleteria
501003,4200,pcon-tmco,20231006,0630,20231003,1,Clas.Cort.,Internet,Boleteria
501004,4700,pcon-tmco,20231006,0630,20231005,3,Semi Cama,Internet,Boleteria
501005,4700,pcon-tmco,20231006,0630,20231006,2,Clas.Cort.,Internet,Sitio Web
501006,5200,pcon-tmco,20231006,0630,20231002,3,Clas.Cort.,Internet,Boleteria
501007,5200,pcon-tmco,20231006,0630,20230924,1,Salon Cama,Internet,Boleteria
501008,4200,pcon-tmco,20231006,0630,20231006,3,Clas.Cort.,Internet,Boleteria
501009,4700,pcon-tmco,20231006,0630,20230930,3,Clas.Cort.,Presencial,App Movil
501010,4700,pcon-tmco,20231006,0630,20231006,3,Salon Cama,Presencial,App Movil
501011,4700,pcon-tmco,20231006,0630,20230928,2,Salon Cama,Presencial,Sitio Web
501012,5200,pcon-tmco,20231006,0630,20231002,1,Semi Cama,Internet,Sitio Web
501013,5200,pcon-tmco,20231006,0630,20231006,1,Semi Cama,Internet,Sitio Web
501014,5200,pcon-tmco,20231006,0630,20231004,2,Clas.Cort.,Presencial,App Movil
501015,4200,pcon-tmco,20231006,0630,20231004,3,Salon Cama,Internet,Boleteria
501016,4200,pcon-tmco,20231006,0630,20231006,2,Clas.Cort.,Presencial,App Movil
501017,5700,pcon-tmco,20231006,0630,20230927,1,Semi Cama,Presencial,Boleteria
501018,4700,pcon-tmco,20231006,0630,20231004,1,Clas.Cort.,Presencial,App Movil
501019,5700,pcon-tmco,20231006,0630,20230929,3,Salon Cama,Internet,Boleteria
501020,4700,pcon-tmco,20231006,0630,20231006,1,Clas.Cort.,Presencial,App Movil
501021,4200,pcon-tmco,20231006,0630,20231005,2,Clas.Cort.,Presencial,Boleteria
501022,5200,pcon-tmco,20231006,0630,20231001,2,Salon Cama,Presencial,Sitio Web
501023,4700,pcon-tmco,20231006,0630,20231004,1,Salon Cama,Internet,Boleteria
501024,5700,pcon-tmco,20231006,0630,20231006,2,Clas.Cort.,Presencial,Boleteria
501025,4200,pcon-tmco,20231006,0630,20231004,1,Clas.Cort.,Internet,Sitio Web
501026,5200,pcon-tmco,20231006,0630,20231005,3,Salon Cama,Presencial,App Movil
501027,5200,pcon-tmco,20231006,0700,20231006,2,Salon Cama,Presencial,Boleteria
501028,4200,pcon-tmco,20231006,0700,20231001,1,Semi Cama,Internet,App Movil
501029,5700,pcon-tmco,20231006,0700,20231006,2,Semi Cama,Internet,Boleteria
501030,4200,pcon-tmco,20231006,0700,20230906,3,Salon Cama,Presencial,Boleteria
501031,4700,pcon-tmco,20231006,0700,20230928,2,Salon Cama,Internet,App Movil
501032,5200,pcon-tmco,20231006,0700,20231005,1,Clas.Cort.,Presencial,Boleteria
501033,4200,pcon-tmco,20231006,0700,20231003,2,Salon Cama,Presencial,Sitio Web
501034,5700,pcon-tmco,20231006,0700,20230926,1,Salon Cama,Presencial,Boleteria
501035,4200,pcon-tmco,20231006,0700,20231003,2,Salon Cama,Internet,Boleteria
501036,4200,pcon-tmco,20231006,0700,20231002,3,Salon Cama,Presencial,Boleteria
501037,5200,pcon-tmco,20231006,0700,20230930,3,Salon Cama,Internet,Boleteria
501038,5200,pcon-tmco,20231006,0700,20231003,2,Semi Cama,Presencial,Boleteria
501039,4700,pcon-tmco,20231006,0700,20231002,3,Clas.Cort.,Internet,Sitio Web
501040,4200,pcon-tmco,20231006,0700,20230925,1,Semi Cama,Internet,Boleteria
501041,5200,pcon-tmco,20231006,0700,20230926,2,Clas.Cort.,Internet,Sitio Web
501042,4700,pcon-tmco,20231006,0700,20231004,3,Semi Cama,Presencial,Sitio Web
501043,4700,pcon-tmco,20231006,0700,20230930,1,Semi Cama,Internet,Boleteria
501044,4200,pcon-tmco,20231006,0930,20230917,1,Clas.Cort.,Internet,Boleteria
501045,5700,pcon-tmco,20231006,0930,20230929,3,Semi Cama,Internet,Sitio Web
501046,4700,pcon-tmco,20231006,0930,20231003,1,Salon Cama,Internet,Sitio Web
501047,5700,pcon-tmco,20231006,0930,20231005,3,Salon Cama,Presencial,Sitio Web
501048,5700,pcon-tmco,20231006,0930,20230926,1,Semi Cama,Internet,Sitio Web
501049,5700,pcon-tmco,20231006,0930,20230926,2,Salon Cama,Internet,App Movil
501050,4700,pcon-tmco,20231006,0930,20231001,3,Clas.Cort.,Internet,Boleteria
501051,5200,pcon-tmco,20231006,0930,20231003,1,Salon Cama,Internet,Sitio Web
501052,5700,pcon-tmco,20231006,0930,20231003,1,Clas.Cort.,Presencial,App Movil
501053,5200,pcon-tmco,20231006,0930,20231001,3,Clas.Cort.,Internet,App Movil
501054,4700,pcon-tmco,20231006,0930,20230929,1,Semi Cama,Presencial,Sitio Web
501055,4700,pcon-tmco,20231006,0930,20231001,2,Clas.Cort.,Presencial,App Movil
501056,5200,pcon-tmco,20231006,0930,20230925,3,Clas.Cort.,Internet,Boleteria
501057,5700,pcon-tmco,20231006,0930,20230916,2,Semi Cama,Internet,Sitio Web
501058,5200,pcon-tmco,20231006,0930,20231005,2,Clas.Cort.,Presencial,App Movil
501059,4700,pcon-tmco,20231006,0930,20231001,3,Salon Cama,Internet,App Movil
501060,4700,pcon-tmco,20231006,0930,20231005,3,Semi Cama,Presencial,Boleteria
501061,4200,pcon-tmco,20231006,0930,20231004,2,Semi Cama,Internet,Boleteria
501062,5700,pcon-tmco,20231006,0930,20231006,1,Salon Cama,Presencial,Sitio Web
501063,4700,pcon-tmco,20231006,0930,20231003,2,Semi Cama,Presencial,Boleteria
501064,4200,pcon-tmco,20231006,0930,20230928,2,Salon Cama,Presencial,Sitio Web
501065,5700,pcon-tmco,20231006,0930,20230927,1,Semi Cama,Internet,App Movil
501066,5200,pcon-tmco,20231006,0930,20231001,1,Semi Cama,Presencial,Boleteria
501067,5200,pcon-tmco,20231006,0930,20231001,2,Clas.Cort.,Presencial,Boleteria
501068,5700,pcon-tmco,20231006,1300,20231003,2,Semi Cama,Presencial,Sitio Web
501069,4700,pcon-tmco,20231006,1300,20231005,2,Salon Cama,Presencial,Sitio Web
501070,4700,pcon-tmco,20231006,1300,20231006,3,Semi Cama,Internet,Sitio Web
501071,4200,pcon-tmco,20231006,1300,20231006,1,Salon Cama,Internet,Sitio Web
501072,4200,pcon-tmco,20231006,1300,20231001,2,Semi Cama,Internet,Sitio Web
501073,5700,pcon-tmco,20231006,1300,20231001,3,Clas.Cort.,Internet,Boleteria
501074,5700,pcon-tmco,20231006,1300,20231005,1,Salon Cama,Presencial,Boleteria
501075,5200,pcon-tmco,20231006,1300,20231005,3,Clas.Cort.,Internet,Sitio Web
501076,4700,pcon-tmco,20231006,1300,20231006,2,Salon Cama,Internet,Boleteria
501077,5700,pcon-tmco,20231006,1300,20230929,2,Clas.Cort.,Internet,Boleteria
501078,4200,pcon-tmco,20231006,1300,20230926,2,Salon Cama,Internet,App Movil
501079,5200,pcon-tmco,20231006,1300,20231006,1,Salon Cama,Presencial,Sitio Web
501080,4200,pcon-tmco,20231006,1300,20231005,2,Salon Cama,Internet,Sitio Web
501081,5200,pcon-tmco,20231006,1300,20231003,1,Clas.Cort.,Presencial,Boleteria
501082,5700,pcon-tmco,20231006,1730,20231004,1,Clas.Cort.,Presencial,Boleteria
501083,5200,pcon-tmco,20231006,1730,20231006,1,Salon Cama,Internet,Boleteria
501084,5200,pcon-tmco,20231006,1730,20230913,1,Semi Cama,Presencial,Sitio Web
501085,4200,pcon-tmco,20231006,1730,20231005,3,Clas.Cort.,Presencial,Boleteria
501086,4700,pcon-tmco,20231006,1730,20231001,2,Salon Cama,Presencial,Boleteria
501087,5200,pcon-tmco,20231006,1730,20230925,2,Salon Cama,Internet,Sitio Web
501088,5200,pcon-tmco,20231006,1730,20231001,1,Semi Cama,Internet,App Movil
501089,4700,pcon-tmco,20231006,1730,20230930,1,Semi Cama,Internet,Sitio Web
501090,5700,pcon-tmco,20231006,1730,20230924,3,Salon Cama,Internet,App Movil
501091,4700,pcon-tmco,20231006,1730,20231003,1,Salon Cama,Internet,Boleteria
501092,4700,pcon-tmco,20231006,1730,20231003,3,Semi Cama,Internet,App Movil
501093,4700,pcon-tmco,20231006,1730,20230928,2,Semi Cama,Presencial,Sitio Web
501094,4700,pcon-tmco,20231006,1730,20230926,3,Semi Cama,Presencial,App Movil
501095,5200,pcon-tmco,20231006,1730,20230925,3,Clas.Cort.,Internet,Sitio Web
501096,5200,pcon-tmco,20231006,1730,20231005,1,Clas.Cort.,Presencial,App Movil
501097,4200,pcon-tmco,20231006,1730,20230929,3,Clas.Cort.,Presencial,Boleteria
501098,5200,pcon-tmco,20231006,1730,20230927,3,Clas.Cort.,Internet,Boleteria
501099,4700,pcon-tmco,20231006,1730,20231004,3,Clas.Cort.,Presencial,Sitio Web
501100,5700,pcon-tmco,20231006,1730,20231006,1,Salon Cama,Presencial,Boleteria
501101,4700,pcon-tmco,20231006,1730,20231003,3,Clas.Cort.,Internet,Boleteria
501102,4700,pcon-tmco,20231006,1730,20231006,1,Clas.Cort.,Presencial,Sitio Web
501103,4200,pcon-tmco,20231006,1730,20231003,2,Salon Cama,Presencial,Boleteria
501104,5200,pcon-tmco,20231006,1730,20230928,3,Salon Cama,Presencial,App Movil
501105,5200,pcon-tmco,20231006,1730,20231001,1,Clas.Cort.,Presencial,Sitio Web
501106,5200,pcon-tmco,20231006,1730,20230926,3,Clas.Cort.,Presencial,Sitio Web
501107,4200,pcon-tmco,20231006,1730,20231001,1,Clas.Cort.,Presencial,App Movil
501108,5200,pcon-tmco,20231006,1730,20231002,3,Salon Cama,Presencial,App Movil
501109,4200,pcon-tmco,20231006,1730,20231003,3,Salon Cama,Internet,App Movil
501110,5200,pcon-tmco,20231006,1730,20230927,3,Clas.Cort.,Presencial,Boleteria
501111,4200,pcon-tmco,20231006,1730,20231003,1,Salon Cama,Presencial,Sitio Web
501112,5700,pcon-tmco,20231006,1730,20230930,2,Salon Cama,Internet,Boleteria
501113,4700,pcon-tmco,20231006,1730,20231004,2,Semi Cama,Presencial,Sitio Web
501114,5700,pcon-tmco,20231006,1730,20230924,1,Semi Cama,Internet,Boleteria
501115,4200,pcon-tmco,20231006,1730,20231006,3,Salon Cama,Presencial,Boleteria
501116,5700,pcon-tmco,20231006,1730,20231002,3,Salon Cama,Internet,Boleteria
501117,4200,pcon-tmco,20231006,1730,20231003,1,Salon Cama,Internet,Sitio Web
501118,4200,pcon-tmco,20231006,1900,20230930,2,Salon Cama,Presencial,App Movil
501119,5700,pcon-tmco,20231006,1900,20231005,1,Semi Cama,Internet,Boleteria
501120,4700,pcon-tmco,20231006,1900,20231005,1,Salon Cama,Presencial,App Movil
501121,4200,pcon-tmco,20231006,1900,20231004,3,Clas.Cort.,Presencial,App Movil
501122,5200,pcon-tmco,20231006,1900,20231004,2,Semi Cama,Presencial,Sitio Web
501123,5700,pcon-tmco,20231006,1900,20231005,1,Clas.Cort.,Presencial,Sitio Web
501124,5700,pcon-tmco,20231006,1900,20231004,2,Semi Cama,Internet,App Movil
501125,4700,pcon-tmco,20231006,1900,20230916,3,Semi Cama,Presencial,Boleteria
501126,5200,pcon-tmco,20231006,1900,20231004,3,Clas.Cort.,Internet,Sitio Web
501127,5200,pcon-tmco,20231006,1900,20230927,2,Semi Cama,Internet,Boleteria
501128,4700,pcon-tmco,20231006,1900,20231002,2,Semi Cama,Presencial,Sitio Web
501129,4700,pcon-tmco,20231006,1900,20231006,3,Semi Cama,Presencial,App Movil
501130,4700,pcon-tmco,20231006,1900,20231001,1,Clas.Cort.,Internet,Boleteria
501131,5200,pcon-tmco,20231006,1900,20231004,2,Salon Cama,Presencial,App Movil
501132,4700,pcon-tmco,20231006,1900,20230925,3,Salon Cama,Presencial,Sitio Web
501133,4200,pcon-tmco,20231006,1900,20230924,1,Clas.Cort.,Internet,Boleteria
501134,4500,tmco-pcon,20231007,0630,20231003,2,Semi Cama,Internet,App Movil
501135,5000,tmco-pcon,20231007,0630,20231003,3,Semi Cama,Internet,Sitio Web
501136,4500,tmco-pcon,20231007,0630,20231004,3,Semi Cama,Internet,Sitio Web
501137,6000,tmco-pcon,20231007,0630,20231005,2,Clas.Cort.,Presencial,App Movil
501138,5000,tmco-pcon,20231007,0630,20230921,1,Semi Cama,Internet,Sitio Web
501139,6000,tmco-pcon,20231007,0630,20230929,3,Clas.Cort.,Internet,App Movil
501140,6000,tmco-pcon,20231007,0630,20230919,1,Clas.Cort.,Internet,Boleteria
501141,5500,tmco-pcon,20231007,0630,20231001,2,Semi Cama,Presencial,App Movil
501142,6000,tmco-pcon,20231007,0630,20231007,3,Semi Cama,Presencial,Boleteria
501143,5000,tmco-pcon,20231007,0630,20230922,1,Clas.Cort.,Internet,Boleteria
501144,5000,tmco-pcon,20231007,0630,20231007,1,Semi Cama,Internet,App Movil
501145,6000,tmco-pcon,20231007,0630,20231003,2,Clas.Cort.,Presencial,App Movil
501146,5500,tmco-pcon,20231007,0630,20231003,1,Clas.Cort.,Internet,Sitio Web
501147,6000,tmco-pcon,20231007,0630,20231006,1,Salon Cama,Presencial,Boleteria
501148,4500,tmco-pcon,20231007,0630,20231007,3,Clas.Cort.,Internet,App Movil
501149,6000,tmco-pcon,20231007,0630,20231002,2,Clas.Cort.,Presencial,App Movil
501150,6000,tmco-pcon,20231007,0630,20231007,3,Semi Cama,Presencial,App Movil
501151,5500,tmco-pcon,20231007,0630,20231007,3,Semi Cama,Presencial,Boleteria
501152,5000,tmco-pcon,20231007,0630,20231004,3,Salon Cama,Internet,App Movil
501153,5000,tmco-pcon,20231007,0630,20231005,1,Semi Cama,Presencial,Sitio Web
501154,6000,tmco-pcon,20231007,0700,20231007,1,Clas.Cort.,Internet,Sitio Web
501155,4500,tmco-pcon,20231007,0700,20231004,2,Semi Cama,Internet,Boleteria
501156,5500,tmco-pcon,20231007,0700,20231007,3,Salon Cama,Presencial,App Movil
501157,5000,tmco-pcon,20231007,0700,20230927,1,Semi Cama,Internet,Sitio Web
501158,5500,tmco-pcon,20231007,0700,20231002,3,Semi Cama,Presencial,Boleteria
501159,6000,tmco-pcon,20231007,0700,20231006,3,Clas.Cort.,Presencial,App Movil
501160,4500,tmco-pcon,20231007,0700,20231006,3,Semi Cama,Internet,App Movil
501161,5000,tmco-pcon,20231007,0700,20231001,1,Semi Cama,Presencial,Boleteria
501162,5000,tmco-pcon,20231007,0700,20230929,1,Semi Cama,Internet,Sitio Web
501163,4500,tmco-pcon,20231007,0700,20231005,2,Salon Cama,Internet,App Movil
501164,6000,tmco-pcon,20231007,0700,20231003,3,Semi Cama,Internet,Boleteria
501165,5000,tmco-pcon,20231007,0700,20230929,2,Salon Cama,Presencial,Boleteria
501166,5500,tmco-pcon,20231007,0700,20230923,3,Clas.Cort.,Internet,App Movil
501167,5500,tmco-pcon,20231007,0700,20231007,3,Salon Cama,Internet,App Movil
501168,5000,tmco-pcon,20231007,0700,20231005,2,Clas.Cort.,Presencial,Boleteria
501169,4500,tmco-pcon,20231007,0930,20231004,1,Salon Cama,Internet,Boleteria
501170,4500,tmco-pcon,20231007,0930,20230929,3,Semi Cama,Presencial,Sitio Web
501171,4500,tmco-pcon,20231007,0930,20230928,2,Semi Cama,Internet,Boleteria
501172,5000,tmco-pcon,20231007,0930,20230929,2,Semi Cama,Internet,App Movil
501173,5500,tmco-pcon,20231007,0930,20231007,3,Semi Cama,Internet,Boleteria
501174,5000,tmco-pcon,20231007,0930,20230925,1,Clas.Cort.,Presencial,Sitio Web
501175,5000,tmco-pcon,20231007,0930,20231005,3,Semi Cama,Presencial,App Movil
501176,4500,tmco-pcon,20231007,0930,20231006,2,Salon Cama,Presencial,Sitio Web
501177,5000,tmco-pcon,20231007,0930,20230927,3,Semi Cama,Internet,App Movil
501178,5500,tmco-pcon,20231007,0930,20231005,1,Salon Cama,Presencial,Sitio Web
501179,4500,tmco-pcon,20231007,0930,20231007,3,Clas.Cort.,Presencial,App Movil
501180,4500,tmco-pcon,20231007,0930,20231004,3,Semi Cama,Internet,Sitio Web
501181,5000,tmco-pcon,20231007,0930,20231002,3,Clas.Cort.,Internet,Sitio Web
501182,5500,tmco-pcon,20231007,0930,20231002,2,Salon Cama,Internet,App Movil
501183,5500,tmco-pcon,20231007,0930,20231003,1,Salon Cama,Internet,Sitio Web
501184,6000,tmco-pcon,20231007,0930,20231003,2,Clas.Cort.,Internet,App Movil
501185,6000,tmco-pcon,20231007,0930,20230930,1,Salon Cama,Internet,Boleteria
501186,5500,tmco-pcon,20231007,0930,20230925,1,Salon Cama,Presencial,Boleteria
501187,4500,tmco-pcon,20231007,0930,20230929,3,Clas.Cort.,Presencial,App Movil
501188,5500,tmco-pcon,20231007,0930,20231007,3,Clas.Cort.,Internet,App Movil
501189,6000,tmco-pcon,20231007,0930,20231006,2,Salon Cama,Internet,Sitio Web
501190,5000,tmco-pcon,20231007,1300,20231007,1,Semi Cama,Internet,Sitio Web
501191,5000,tmco-pcon,20231007,1300,20230916,2,Salon Cama,Internet,Boleteria
501192,5000,tmco-pcon,20231007,1300,20231006,1,Semi Cama,Presencial,App Movil
501193,5000,tmco-pcon,20231007,1300,20231004,3,Salon Cama,Internet,App Movil
501194,5500,tmco-pcon,20231007,1300,20231006,3,Clas.Cort.,Internet,Boleteria
501195,4500,tmco-pcon,20231007,1300,20231004,3,Clas.Cort.,Presencial,Boleteria
501196,5500,tmco-pcon,20231007,1300,20230930,3,Clas.Cort.,Presencial,Boleteria
501197,5500,tmco-pcon,20231007,1300,20230928,1,Semi Cama,Internet,Sitio Web
501198,5000,tmco-pcon,20231007,1300,20231006,1,Semi Cama,Internet,Sitio Web
501199,4500,tmco-pcon,20231007,1300,20230928,1,Semi Cama,Presencial,App Movil
501200,6000,tmco-pcon,20231007,1300,20230921,2,Clas.Cort.,Internet,Boleteria
501201,5000,tmco-pcon,20231007,1300,20231007,3,Semi Cama,Internet,App Movil
501202,4500,tmco-pcon,20231007,1300,20231006,1,Salon Cama,Internet,Boleteria
501203,5000,tmco-pcon,20231007,1300,20231004,3,Clas.Cort.,Presencial,App Movil
501204,5500,tmco-pcon,20231007,1300,20231004,1,Semi Cama,Internet,Sitio Web
501205,6000,tmco-pcon,20231007,1300,20231006,3,Semi Cama,Presencial,App Movil
501206,4500,tmco-pcon,20231007,1300,20231002,3,Semi Cama,Presencial,Sitio Web
501207,5000,tmco-pcon,20231007,1300,20230928,3,Clas.Cort.,Presencial,Boleteria
501208,6000,tmco-pcon,20231007,1300,20231004,1,Salon Cama,Internet,App Movil
501209,6000,tmco-pcon,20231007,1300,20231007,3,Salon Cama,Internet,App Movil
501210,5000,tmco-pcon,20231007,1300,20231004,1,Clas.Cort.,Presencial,Sitio Web
501211,5000,tmco-pcon,20231007,1300,20231007,3,Salon Cama,Internet,Sitio Web
501212,6000,tmco-pcon,20231007,1300,20231004,1,Clas.Cort.,Presencial,Boleteria
501213,5000,tmco-pcon,20231007,1730,20231003,2,Semi Cama,Presencial,App Movil
501214,5000,tmco-pcon,20231007,1730,20230927,3,Salon Cama,Internet,Boleteria
501215,4500,tmco-pcon,20231007,1730,20230930,2,Clas.Cort.,Presencial,App Movil
501216,5000,tmco-pcon,20231007,1730,20231002,2,Semi Cama,Internet,Boleteria
501217,4500,tmco-pcon,20231007,1730,20231005,2,Clas.Cort.,Presencial,Sitio Web
501218,5000,tmco-pcon,20231007,1730,20231007,3,Clas.Cort.,Internet,Sitio Web
501219,4500,tmco-pcon,20231007,1730,20231005,2,Semi Cama,Internet,Boleteria
501220,5500,tmco-pcon,20231007,1730,20231006,2,Clas.Cort.,Presencial,Boleteria
501221,4500,tmco-pcon,20231007,1730,20231007,2,Salon Cama,Presencial,Boleteria
501222,5000,tmco-pcon,20231007,1730,20231002,2,Clas.Cort.,Presencial,Sitio Web
501223,6000,tmco-pcon,20231007,1730,20231005,2,Salon Cama,Presencial,Sitio Web
501224,6000,tmco-pcon,20231007,1730,20231002,2,Clas.Cort.,Presencial,Boleteria
501225,5500,tmco-pcon,20231007,1730,20231003,2,Salon Cama,Internet,Sitio Web
501226,6000,tmco-pcon,20231007,1730,20231004,2,Clas.Cort.,Internet,Sitio Web
501227,4500,tmco-pcon,20231007,1730,20230929,3,Salon Cama,Presencial,Sitio Web
501228,5000,tmco-pcon,20231007,1730,20231004,3,Semi Cama,Internet,Sitio Web
501229,5500,tmco-pcon,20231007,1730,20230920,1,Semi Cama,Presencial,App Movil
501230,5000,tmco-pcon,20231007,1730,20231007,2,Salon Cama,Presencial,Boleteria
501231,5500,tmco-pcon,20231007,1730,20231006,2,Semi Cama,Presencial,Boleteria
501232,5500,tmco-pcon,20231007,1730,20230929,3,Clas.Cort.,Presencial,App Movil
501233,4500,tmco-pcon,20231007,1730,20230929,2,Clas.Cort.,Presencial,App Movil
501234,5500,tmco-pcon,20231007,1730,20231005,2,Clas.Cort.,Internet,App Movil
